Date,Market Cap
1438992000000,80339475.0
1439164800000,41556309.21112176
1439251200000,64539006.306272194
1439337600000,76013261.05415402
1439424000000,110468836.22388984
1439510400000,110555313.26025319
1439596800000,101215246.3781064
1439683200000,89480939.24025029
1439769600000,87313387.94547918
1439856000000,92957858.0620156
1439942400000,90920695.86547753
1440028800000,107749185.84108424
1440115200000,102131022.8278611
1440201600000,100308763.78229792
1440288000000,98488001.44464436
1440374400000,90625948.31797116
1440460800000,84423109.08066371
1440547200000,81454879.46968535
1440633600000,82504022.8230964
1440720000000,86549490.63266213
1440806400000,85515599.87435573
1440892800000,96321049.6917207
1440979200000,98608290.53954794
1441065600000,98446826.49425755
1441152000000,93224371.25915022
1441238400000,92075482.63297981
1441324800000,92596631.55333723
1441411200000,97402782.61913483
1441497600000,94801706.70501994
1441584000000,91718481.31789045
1441670400000,90274690.39947063
1441756800000,88150718.66876175
1441843200000,85308945.82326
1441929600000,71394234.94958797
1442016000000,75931677.01254052
1442102400000,68673818.80135794
1442188800000,63965969.21105757
1442275200000,68951445.2301325
1442361600000,66147947.57992838
1442448000000,64693831.07862287
1442534400000,62003275.12077277
1442620800000,64666306.22983543
1442707200000,68666556.12460059
1442793600000,66105164.81214318
1442880000000,65835322.779180124
1442966400000,65633959.754653834
1443052800000,59927327.71396765
1443139200000,54400658.247102216
1443225600000,57158415.438244216
1443312000000,53028193.82255717
1443398400000,42874816.973063745
1443484800000,48389042.902712226
1443571200000,54065419.507539704
1443657600000,50481342.528862044
1443744000000,49792779.28891763
1443830400000,50638684.01549935
1443916800000,49187272.3502002
1444003200000,46307572.65224096
1444089600000,47605896.39364778
1444176000000,44984157.19104538
1444262400000,45977519.79859987
1444348800000,47989631.2526218
1444435200000,46490996.55001768
1444521600000,47026115.24213034
1444608000000,46416611.842303865
1444694400000,44485499.29942276
1444780800000,38272635.02078042
1444867200000,41527413.54435173
1444953600000,39443831.31743269
1445040000000,40632190.61699083
1445126400000,38382124.41691709
1445212800000,36070935.31062339
1445299200000,32076052.631905656
1445385600000,32590298.008333907
1445472000000,41918540.78268511
1445558400000,40100107.0136459
1445644800000,42179070.75754259
1445731200000,46895926.257060364
1445817600000,55226993.78944921
1445904000000,63451496.574236006
1445990400000,75057962.81264551
1446076800000,86478981.5524642
1446163200000,77447839.42741764
1446249600000,67453442.47710526
1446336000000,78742733.24541084
1446422400000,71066352.05814125
1446508800000,74613449.56251672
1446595200000,67152505.55125615
1446681600000,67532501.09696001
1446768000000,67767390.10082617
1446854400000,68761146.27837914
1446940800000,76839299.32470989
1447027200000,74277547.07634276
1447113600000,69753492.14382021
1447200000000,58873875.70678452
1447286400000,67254888.20415637
1447372800000,67527257.40972713
1447459200000,66066714.4889687
1447545600000,68078325.7946219
1447632000000,69812830.40735959
1447718400000,74440734.3005621
1447804800000,74402718.74542972
1447891200000,71212297.76056388
1447977600000,69388368.57982641
1448064000000,72914368.80252853
1448150400000,72276339.25126061
1448236800000,70839197.81949022
1448323200000,67424299.39769948
1448409600000,65072847.332706206
1448496000000,67132055.60740013
