Date,24 Hour Trading Vol
1439164800000,400464.0745435489
1439251200000,1518998.2053373822
1439337600000,2073893.3450314845
1439424000000,4380142.704000345
1439510400000,4355618.378552116
1439596800000,2519633.2708181436
1439683200000,3032657.656405736
1439769600000,1880092.2147175823
1439856000000,1696013.472335737
1439942400000,1537200.8409894055
1440028800000,2967730.5022106003
1440115200000,1742881.8081502889
1440201600000,914588.6539745613
1440288000000,1610695.8727506467
1440374400000,696476.5553267623
1440460800000,1053169.3862050485
1440547200000,1151700.041593045
1440633600000,681460.2394411361
1440720000000,715178.7899308845
1440806400000,607200.891453558
1440892800000,1045589.321256734
1440979200000,1197102.0492865555
1441065600000,610368.2430900692
1441152000000,629746.119316548
1441238400000,583923.7452450913
1441324800000,333502.66115673864
1441411200000,350815.4668948872
1441497600000,317470.0943419727
1441584000000,487005.2028033498
1441670400000,419148.8018252036
1441756800000,367774.3318949896
1441843200000,639527.9174929534
1441929600000,1901710.694902119
1442016000000,800623.2998453851
1442102400000,658895.1959938455
1442188800000,739213.7259180878
1442275200000,725816.471124354
1442361600000,629370.0849072988
1442448000000,910704.9512256783
1442534400000,478606.3969218407
1442620800000,387803.6167124918
1442707200000,514836.10862474947
1442793600000,429253.50431215833
1442880000000,485738.9553869821
1442966400000,204065.40590088838
1443052800000,818263.068224302
1443139200000,901151.6190115963
1443225600000,379124.1859007531
1443312000000,408380.6390382605
1443398400000,1214056.2117823916
1443484800000,936630.3296074625
1443571200000,640217.6226458604
1443657600000,588839.7815035215
1443744000000,220969.48495190177
1443830400000,163820.85347975112
1443916800000,104370.45073472841
1444003200000,221647.20706785333
1444089600000,268523.03787593375
1444176000000,216715.50684861522
1444262400000,310876.1441075317
1444348800000,379233.1220398259
1444435200000,145554.93808006204
1444521600000,87074.79961764446
1444608000000,108895.52921643597
1444694400000,297117.07710031554
1444780800000,944847.8047126097
1444867200000,376563.0715091993
1444953600000,247071.24723507115
1445040000000,317377.7617794195
1445126400000,133661.67045159836
1445212800000,240250.37656809334
1445299200000,352361.0618641571
1445385600000,599041.0131522977
1445472000000,979304.0724230009
1445558400000,866798.4888542511
1445644800000,259157.66241063716
1445731200000,476617.738601437
1445817600000,1174026.819064362
1445904000000,1887568.9059290001
1445990400000,2447633.7976275166
1446076800000,2236842.210445422
1446163200000,2384549.998119618
1446249600000,652271.5873221146
1446336000000,603996.1990296076
1446422400000,970665.6783058537
1446508800000,1878273.0109212757
1446595200000,3218064.880847628
1446681600000,1202885.3800460405
1446768000000,913629.1696859167
1446854400000,904631.8699629814
1446940800000,1040086.7545033679
1447027200000,1972521.3874033373
1447113600000,865031.5412400892
1447200000000,1243322.7527190507
1447286400000,826829.6689207307
1447372800000,545086.2658886773
1447459200000,361586.11600976856
1447545600000,432023.407831642
1447632000000,616346.9298519328
1447718400000,1128249.5445129166
1447804800000,687203.3331021931
1447891200000,434385.481510446
1447977600000,606560.338362119
1448064000000,454926.9190034523
1448150400000,371962.8833336563
1448236800000,437126.39426833094
1448323200000,354914.08621214016
1448409600000,708867.1776788787
1448496000000,959696.4719438321
1448582400000,398595.4996438545
1448668800000,465064.93868912815
1448755200000,436939.13020833576
1448841600000,775372.5405749859
1448928000000,643109.8579217136
1449014400000,494205.89284799533
1449100800000,541681.1368684795
1449187200000,241947.49444270384
1449273600000,226084.41071520853
1449360000000,429681.2894745185
1449446400000,494657.61802976346
1449532800000,435966.80884823814
1449619200000,627128.9260492469
1449705600000,374543.00586710183
1449792000000,765839.8738111159
1449878400000,1385279.0437324098
1449964800000,279257.6104401555
1450051200000,562723.38601539
1450137600000,573171.6204861925
1450224000000,207316.98728030306
1450310400000,641112.3505143464
1450396800000,297866.39712775947
1450483200000,333313.4238328429
1450569600000,467489.5933259762
1450656000000,543846.3978062818
1450742400000,468144.5604338489
1450828800000,333657.8603050268
1450915200000,353090.34035883
1451001600000,169208.7604895867
1451088000000,424123.09670471714
1451174400000,208247.21865890338
1451260800000,228592.5875954824
1451347200000,211396.56750766764
1451433600000,584414.4705682999
1451520000000,668846.07044826
1451606400000,202032.13336863558
1451692800000,252880.2353165073
1451779200000,402755.9084078687
1451865600000,341506.82136802946
1451952000000,217443.23809763335
1452038400000,328507.1523817127
1452124800000,642269.5176489778
1452211200000,554403.4018238547
1452297600000,254045.62911324683
1452384000000,404315.93496207293
1452470400000,1025253.0383450065
1452556800000,2962550.3945903103
1452643200000,1003321.3604582713
1452729600000,731050.8483768429
1452816000000,4049516.2124520643
1452902400000,2377737.1425659666
1452988800000,1176009.00668505
1453075200000,4073710.1202780646
1453161600000,1684557.2914079635
1453248000000,2899771.051018662
1453334400000,1670627.3218903034
1453420800000,1585027.991812104
1453507200000,2212028.7971573095
1453593600000,9578400.618786106
1453680000000,10884776.210849365
1453766400000,11669540.231742326
1453852800000,7048626.2187527
1453939200000,5043090.697552952
1454025600000,6527897.661629626
1454112000000,3674090.3975050296
1454198400000,5834817.706592737
1454284800000,3991411.3414352452
1454371200000,3602402.308067327
1454457600000,4030697.3392438097
1454544000000,3532651.020271136
1454630400000,2640353.6147680376
1454716800000,1924574.7180617019
1454803200000,7099203.5519039435
1454889600000,9781404.736808997
1454976000000,16355217.945349474
1455062400000,29316397.613274623
1455148800000,28752968.923665255
1455235200000,9902598.244079141
1455321600000,25637385.479897276
1455408000000,11552061.707776096
1455494400000,13786358.783861183
1455580800000,15444552.58629855
1455667200000,14847989.04999859
1455753600000,17707643.869024027
1455840000000,7215680.13205692
1455926400000,8703306.94050525
1456012800000,6458218.23306439
1456099200000,15140246.890369605
1456185600000,13534870.66434678
1456272000000,11396482.659191374
1456358400000,20614025.807056963
1456444800000,9515283.257397331
1456531200000,8967228.051799431
1456617600000,9683081.005927766
1456704000000,7546069.554011689
1456790400000,20945587.168326743
1456876800000,29743237.911609612
1456963200000,40441406.846499346
1457049600000,35604151.84878607
1457136000000,54303350.00956653
1457222400000,41487265.46159489
1457308800000,31891736.915083926
1457395200000,26473661.601431258
1457481600000,28637679.638494223
1457568000000,26154096.467449
1457654400000,21083465.444312476
1457740800000,49863322.38648788
1457827200000,41625885.68412731
1457913600000,56738456.43221119
1458000000000,30654519.10842079
1458086400000,23016882.43185901
1458172800000,41222397.150388725
1458259200000,56331932.49799413
1458345600000,26241552.22233686
1458432000000,17365910.955602583
1458518400000,28692538.03850463
1458604800000,19752147.756938808
1458691200000,19194415.657153998
1458777600000,25440037.393962998
1458864000000,13369781.43339712
1458950400000,9099232.99988865
1459036800000,16296116.833151689
1459123200000,23146182.980729047
1459209600000,17227685.66894123
1459296000000,18966041.620488863
1459382400000,14483801.493105622
1459468800000,11085851.666571325
1459555200000,8250251.46099724
1459641600000,6190954.954391588
1459728000000,8612716.039295983
1459814400000,19160809.10508679
1459900800000,16326497.505610662
1459987200000,12647730.142575275
1460073600000,14041839.904038262
1460160000000,12961939.644313943
1460246400000,42148631.996420056
1460332800000,14850316.572718466
1460419200000,22286939.435105387
1460505600000,30653780.43975513
1460592000000,13178565.115089094
1460678400000,11510142.230195371
1460764800000,9164981.891612116
1460851200000,23406128.933429755
1460937600000,20650475.766265374
1461024000000,11931697.805021903
1461110400000,14929127.402227022
1461196800000,12241737.003326477
1461283200000,12838519.618996318
1461369600000,14263735.838354647
1461456000000,10251449.903605143
1461542400000,9849771.90571352
1461628800000,17588527.338440873
1461715200000,18898653.05760324
1461801600000,10503191.403122593
1461888000000,8232651.035704131
1461974400000,36023474.61132939
1462060800000,16329848.834566616
1462147200000,40531647.2594358
1462233600000,20068196.22374318
1462320000000,16758119.374866204
1462406400000,17630163.279848542
1462492800000,20206557.47556278
1462579200000,10242971.602412278
1462665600000,14850766.415806817
1462752000000,10349090.132607356
1462838400000,8837274.15169184
1462924800000,14650764.255450204
1463011200000,22804335.07313709
1463097600000,27489270.96990509
1463184000000,18055946.18486381
1463270400000,8453161.311741682
1463356800000,27963225.28498735
1463443200000,36364157.81238995
1463529600000,62651459.72818858
1463616000000,53477909.077545226
1463702400000,48337340.57185815
1463788800000,24426995.172922097
1463875200000,17413663.620256484
1463961600000,21271913.57732469
1464048000000,41166028.01368196
1464134400000,25364775.557130534
1464220800000,19032556.07440177
1464307200000,53491048.64137498
1464393600000,44051409.767962486
1464480000000,26254518.55363852
1464566400000,13289827.482192438
1464652800000,39491270.92023739
1464739200000,20161807.321217276
1464825600000,9543717.946969878
1464912000000,21310804.97545615
1464998400000,14233023.489212893
1465084800000,9908484.139421096
1465171200000,7633717.194766483
1465257600000,19688483.52449011
1465344000000,14566862.117567817
1465430400000,6538415.617239344
1465516800000,9751904.43375697
1465603200000,9986576.468801256
1465689600000,34155133.25971257
1465776000000,33190471.728637412
1465862400000,57195562.16615153
1465948800000,16794245.386186022
1466035200000,33609803.05751324
1466121600000,176008430.131423
1466208000000,121410542.50029658
1466294400000,68987538.97211507
1466380800000,79924563.1953664
1466467200000,73815982.10368486
1466553600000,157698817.03531438
1466640000000,35210083.60811146
1466726400000,42975326.33415148
1466812800000,13474760.65320482
1466899200000,12716765.335899664
1466985600000,9026418.664550114
1467072000000,38649828.67116688
1467158400000,24102058.67142671
1467244800000,25109656.26842844
1467331200000,16090108.050608601
1467417600000,12572639.309558652
1467504000000,8919743.27120069
1467590400000,10816581.462869536
1467676800000,40761274.601703286
1467763200000,16042852.433356386
1467849600000,13787778.16557356
1467936000000,17821594.496114336
1468022400000,14035737.806230836
1468108800000,4559501.88558977
1468195200000,11938095.540816711
1468281600000,8944484.246364418
1468368000000,6087112.236380934
1468454400000,13698700.023209212
1468540800000,13798764.3887509
1468627200000,10138776.97248824
1468713600000,20447413.599733796
1468800000000,13898138.245649716
1468886400000,20242192.241273765
1468972800000,29894784.28435568
1469059200000,24473811.51309662
1469145600000,72391413.22249371
1469232000000,72744516.35031606
1469318400000,71639748.40237246
1469404800000,33694267.533380985
1469491200000,76432694.99620306
1469577600000,48754958.64137967
1469664000000,19481593.529681668
1469750400000,10125341.279974585
1469836800000,8150653.892600032
1469923200000,20238765.447837573
1470009600000,17147499.527635228
1470096000000,60708724.33736284
1470182400000,44330639.67738887
1470268800000,29307740.66438063
1470355200000,10956639.34702048
1470441600000,11692994.41648213
1470528000000,11883004.411650596
1470614400000,10967961.760577636
1470700800000,29672733.520185594
1470787200000,23499542.868399795
1470873600000,24164966.873272106
1470960000000,24135899.78447133
1471046400000,6655535.198454872
1471132800000,7543085.399330939
1471219200000,5064027.898267308
1471305600000,5249879.8049723925
1471392000000,5256928.972461218
1471478400000,4567012.374311765
1471564800000,3192133.226690042
1471651200000,5076175.103616041
1471737600000,3197471.3310449845
1471824000000,4831490.757852666
1471910400000,4721007.823312022
1471996800000,3221362.082246617
1472083200000,6231804.810184036
1472169600000,4403460.384900961
1472256000000,1903199.5609802417
1472342400000,4055631.700066124
1472428800000,5810173.643565886
1472515200000,5550355.265152284
1472601600000,7446354.073382742
1472688000000,19546439.786958296
1472774400000,7683911.541524928
1472860800000,10099601.667450976
1472947200000,5035842.952199199
1473033600000,3788155.072558386
1473120000000,4815696.850474364
1473206400000,4664621.634283545
1473292800000,7944145.032547882
1473379200000,3826059.408074749
1473465600000,4731455.712652934
1473552000000,6472336.880957989
1473638400000,4554653.825275872
1473724800000,6637362.777464354
1473811200000,3846492.7555122753
1473897600000,4500681.300284119
1473984000000,14494427.653257197
1474070400000,6237001.347482052
1474156800000,18914756.790781923
1474243200000,11627825.017810639
1474329600000,28747263.944959663
1474416000000,25166170.46583509
1474502400000,23902556.17228226
1474588800000,7256064.666833526
1474675200000,7988975.03646825
1474761600000,4488914.611269901
1474848000000,5602575.391137662
1474934400000,5399539.834538619
1475020800000,6516563.112363243
1475107200000,4241372.3389502475
1475193600000,4568583.2756650625
1475280000000,4727545.880665653
1475366400000,2764266.958777093
1475452800000,5821790.035410628
1475539200000,6702196.6980442945
1475625600000,6285719.065320643
1475712000000,9120081.098095493
1475798400000,6504030.816998282
1475884800000,8853947.552639049
1475971200000,5440893.661712
1476057600000,9479462.92900281
1476144000000,8989864.764158806
1476230400000,7565516.582482849
1476316800000,6550532.31361221
1476403200000,3393733.0814907444
1476489600000,3047472.2344031925
1476576000000,2051473.3981454277
1476662400000,4329663.894079154
1476748800000,14699505.269326214
1476835200000,7727576.680042059
1476921600000,4811381.15158085
1477008000000,2496841.1791091952
1477094400000,3995386.223650696
1477180800000,2843471.0792325726
1477267200000,2417942.610433313
1477353600000,13528339.239714485
1477440000000,6113958.130893516
1477526400000,8682323.137549385
1477612800000,8907341.45947652
1477699200000,21618613.51080939
1477785600000,12714282.56566218
1477872000000,9254943.69991251
1477958400000,17471506.378140815
1478044800000,7632829.9444044735
1478131200000,11623516.370152857
1478217600000,5924309.345130352
1478304000000,3076392.2948442292
1478390400000,3218494.7703560493
1478476800000,2949427.1027813354
1478563200000,4085085.3360599373
1478649600000,12761164.948392091
1478736000000,2902119.1234792797
1478822400000,4630773.4709864445
1478908800000,7585168.214197377
1478995200000,7517444.6862510005
1479081600000,2576156.680039528
1479168000000,4844767.740034414
1479254400000,7762025.46717357
1479340800000,5552737.539381997
1479427200000,8802335.674523208
1479513600000,3851758.816579985
1479600000000,4110666.001854235
1479686400000,2465979.6564902803
1479772800000,9216379.377587905
1479859200000,3470748.2472650427
1479945600000,13786747.083724402
1480032000000,6006996.215784014
1480118400000,2161817.2787581105
1480204800000,6689742.924678162
1480291200000,4477356.374190036
1480377600000,13917166.749888523
1480464000000,9134285.15725555
1480550400000,4918051.799250141
1480636800000,15380798.551991535
1480723200000,10486224.197755983
1480809600000,6571191.489582562
1480896000000,15221226.681976186
1480982400000,56439748.77481539
1481068800000,25080911.317097366
1481155200000,12722352.036778716
1481241600000,10533790.230199138
1481328000000,5983385.689231349
1481414400000,4100522.2593546156
1481500800000,6987403.012327321
1481587200000,2905152.217437659
1481673600000,3686497.057651392
1481760000000,8295155.05874539
1481846400000,2694314.912774315
1481932800000,5469007.7856543865
1482019200000,3489317.4199424963
1482105600000,3326290.3901573
1482192000000,3764440.2234887206
1482278400000,6468951.581053176
1482364800000,12618111.15631556
1482451200000,14660852.226076419
1482537600000,5396882.270456221
1482624000000,6089953.448754245
1482710400000,4090569.3333637784
1482796800000,6649186.1155613605
1482883200000,13844753.339093078
1482969600000,20692130.792193126
1483056000000,7751538.43158162
1483142400000,3754739.209030752
1483228800000,7811699.12614274
1483315200000,8192075.241699923
1483401600000,24617090.479933955
1483488000000,30283873.09261184
1483574400000,31832239.059713636
1483660800000,23015612.49187432
1483747200000,15178458.281250305
1483833600000,9726315.158380691
1483920000000,18147872.43406206
1484006400000,8483903.665315015
1484092800000,15650725.63529802
1484179200000,10113120.406065958
1484265600000,7919565.412407908
1484352000000,4879177.658292587
1484438400000,4332221.110583241
1484524800000,5886593.4906641105
1484611200000,14660002.940091308
1484697600000,8053530.980182525
1484784000000,6357101.908723087
1484870400000,7935034.033635709
1484956800000,8840650.535766678
1485043200000,5158451.375139222
1485129600000,5620391.166760423
1485216000000,5709572.008183221
1485302400000,5749423.917130453
1485388800000,6557326.8506697165
1485475200000,5497367.838993973
1485561600000,5053699.38083557
1485648000000,3291646.7339461427
1485734400000,5394044.15637189
1485820800000,8686038.921618612
1485907200000,9511590.154111855
1485993600000,6770261.660819854
1486080000000,8348606.141529283
1486166400000,10294011.746300206
1486252800000,3675287.6308482876
1486339200000,4068555.061902807
1486425600000,4749524.532223364
1486512000000,6195998.7672163835
1486598400000,13014114.532155838
1486684800000,8465560.862563102
1486771200000,5365544.876506018
1486857600000,4159375.2547445847
1486944000000,4407682.629750895
1487030400000,31343305.129852153
1487116800000,12601119.248384409
1487203200000,10436344.691817228
1487289600000,7412007.524208957
1487376000000,5979769.378102808
1487462400000,5083526.063930682
1487548800000,6982638.937362893
1487635200000,12724890.253553009
1487721600000,6874100.081802634
1487808000000,8909149.88275321
1487894400000,13610109.543739341
1487980800000,12468242.903672196
1488067200000,13782004.348183315
1488153600000,20501520.187154144
1488240000000,43441932.36968612
1488326400000,26801192.633228768
1488412800000,63520413.50856188
1488499200000,63619640.043579124
1488585600000,17012295.23543211
1488672000000,16685230.67871547
1488758400000,19157704.333576992
1488844800000,22162502.616289888
